1;Sheet;Zielgruppe;Thema;;Unipark Seiten;;Seite neues Layout;Nummer neues Layout;eigene Nummer;lfd Nummer;Trust 1 v1;;Zielgruppe2;Unipark;;INESkey;;Match;Scorecard;KI;Seite;Frage;Fragetyp;Skala min;Skala max;Wert1;Wert2;Wert3;Wert4;Wert5;;Code1Bemerkung;Codierung2;Codeierung3;Schluessel;;MGT;;;;;Vignette;;ScheetE;Unipark SeitenE;eigene NummerE;lfd NummerE;Trust 1 v1E;UniparkE;EE;FrageEnglisch;;Codierung1E;Codierung2E;Codierung3E;SchluesselE;VignE;MA;;;;;
305;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;98;1;;MM;v_151;;2860;;;;;;Kaizen;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;;1;98;v_151;Kaizen;;;;;;;;;;#N/A;#N/A;#N/A
306;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;100;1;;MM;v_153;;2870;;;;;;Operational Excellence;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;;1;100;v_153;Operational Excellence;;;;;;;;;;#N/A;#N/A;#N/A
307;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;101;1;;MM;v_154;;2880;;;;;;Business Excellence (EFQM);;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;;1;101;v_154;Business Excellence (EFQM);;;;;;;;;;#N/A;#N/A;#N/A
308;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;2000;1;;MM;v_231;;2890;;;;;;DIN EN ISO 9001;;;;;;;;;;;;;;;;;;;X;;;;;;;;;v_231;DIN EN ISO 9001;;;;;;;;;;;;
309;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;2001;1;;MM;v_232;;2900;;;;;;QHSE/IMS;;;;;;;;;;;;;;;;;;;X;;;;;;;;;v_232;QHSE/IMS;;;;;;;;;;;;
310;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;2002;1;;MM;v_233;;2910;;;;;;ISO 45001;;;;;;;;;;;;;;;;;;;X;;;;;;;;;v_233;ISO 45001;;;;;;;;;;;;
311;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;2003;1;;MM;v_234;;2920;;;;;;ISO 16001;;;;;;;;;;;;;;;;;;;X;;;;;;;;;v_234;ISO 16001;;;;;;;;;;;;
312;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;2004;1;;MM;v_235;;2930;;;;;;EMAS;;;;;;;;;;;;;;;;;;;X;;;;;;;;;v_235;EMAS;;;;;;;;;;;;
313;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;2005;1;;MM;v_236;;2940;;;;;;OHRIS;;;;;;;;;;;;;;;;;;;X;;;;;;;;;v_236;OHRIS;;;;;;;;;;;;
314;Fragen Mgt  qual und quant d;Management;;;BE ;;12;;;102;1;;MM;v_155;;2950;;;;;;Sonstige;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;;1;102;v_155;others...………;;;;;;;;;;#N/A;;#N/A
315;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;103;1;;MM;v_156;;2960;;;;;;Wir haben kein System eingeführt;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;;1;103;v_156;We don't have a system installed;;;;;;;;;;#N/A;;#N/A
316;Fragen Mgt  qual und quant d;Management;;;BE ;;13;2;;104;2;;MM;v_157;v_149;2970;;Match MA;;;;Strategie & Leitbild & Kennzahlen (Zielentfaltung);;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_149;2;104;v_157;Strategy & mission statement & key figures;;;;;;;;;;#N/A;;#N/A
317;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;105;2;;MM;v_158;v_150;2980;;Match MA;;;;Die Visionen und die Strategie des Unternehmens sind klar formuliert;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.2;1.2.1;ETCV_15;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_150;2;105;v_158;The vision and the strategy in your company are clearly phrased ;;;1.2;1.2.1;ETCV_15;;;;;#N/A;;#N/A
318;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;106;2;;MM;v_159;v_151;2990;;Match MA;;;;Die Mitarbeitenden kennen die Vision, Mission, Strategie des Unternehmens;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.2;1.2.1;ETCV_13;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_151;2;106;v_159;The employees know the vision, mission and strategy of the company ;;;1.2;1.2.1;ETCV_13;;;;;#N/A;;#N/A
319;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;107;2;;MM;v_160;v_152;3000;;Match MA;;;;Die Ziele und Messgrößen der einzelnen Abteilungen sind klar mit den Unternehmenszielen verknüpft;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.2;1.2.1;ETCV_16;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_152;2;107;v_160;Goals and objectives of the single departments are clearly linked with the company targets ;;;1.2;1.2.1;ETCV_16;;;;;#N/A;;#N/A
320;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;108;2;;MM;v_161;v_160;3010;;Match MA;;;;Die Abteilungsleiter/innen oder Teamleiter/innen verstehen, wie die Strategie gebildet wurde;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.2;1.2.1;ETCV_17;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_160;2;108;v_161;Department heads understand how strategy is build ;;;1.2;1.2.1;ETCV_17;;;;;#N/A;;#N/A
321;Fragen Mgt  qual und quant d;Management;;;BE ;;13;3;;109;3;;MM;v_168;v_161;3020;;Match MA;;;;Management Verantwortung & Firmenkultur;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_161;3;109;v_168;Management Responsibility & Company culture;;;;;;;;;;#N/A;;#N/A
322;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;110;3;;MM;v_169;v_162;3030;;Match MA;;;;Die Mitarbeitenden werden zur kontinuierlichen Verbesserung der Prozesse befähigt und bevollmächtigt;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;2.2;2.2.2.3;EEOE_7;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_162;3;110;v_169;Employees are empowered to continuously improve the processes;;;2.2;2.2.2.3;EEOE_7;;;;;#N/A;;#N/A
323;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;111;3;;MM;v_170;v_163;3040;;Match MA;;;;Das Management ist persönlich in Verbesserungsprozesse involviert;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;2.2;2.2.2.3;EEOE_8;;1.1.2;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_163;3;111;v_170;Management is personally involved in improvement processes ;;;2.2;2.2.2.3;EEOE_8;;1.1.2;;;#N/A;;#N/A
324;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;112;3;;MM;v_171;v_164;3050;;Match MA;;;;Probleme werden rückverfolgt, um die Ursachen zu erkennen und eine Fehlerwiederholung zu vermeiden;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.1;1.1.4;ETFF_6;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_164;3;112;v_171;Problems are always traced back to their origin to identify the root causes and prevent doing the same mistake twice ;;;1.1;1.1.4;ETFF_6;;;;;#N/A;;#N/A
325;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;113;3;;MM;v_172;v_165;3060;;Match MA;;;;Anweisungen und Kontrollen sind selten genutzt zugunsten einer offenen Kultur;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.4;1.4.1;ETDD_2;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_165;3;113;v_172;Command and control is seldom used in favor of an open culture ;;;1.4;1.4.1;ETDD_2;;;;;#N/A;;#N/A
326;Fragen Mgt  qual und quant d;Management;;;BE ;;13;4;;114;4;;MM;v_173;v_166;3070;;Match MA;;;;Mitarbeitenden-Einbindung & kontinuierliche Verbesserung;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_166;4;114;v_173;Employee involvement & continuous improvement;;;;;;;;;;#N/A;;#N/A
327;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;115;4;;MM;v_174;v_167;3080;;Match MA;;;;Wir haben Methoden implementiert, um einen kontinuierlichen Verbesserungsprozess zu entfalten;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;2.2;2.2.2;EEOE_9;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_167;4;115;v_174;We have implemented tools and methods to deploy a continuous improvement process ;;;2.2;2.2.2;EEOE_9;;;;;#N/A;;#N/A
328;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;116;4;;MM;v_175;v_168;3090;;Match MA;;;;Unsere Mitarbeitenden haben die Autorität, Probleme in dem Moment zu lösen, wenn sie auftreten ;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.4;1.4.2;ETDE_4;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_168;4;116;v_175;Our employees have the authority to correct problems when they occur ;;;1.4;1.4.2;ETDE_4;;;;;#N/A;;#N/A
329;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;117;4;;MM;v_176;v_169;3100;;Match MA;;;;Wir bilden abteilungsübergreifende Teams, um Probleme zu lösen;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.3;1.3.1;ETNO_11;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_169;4;117;v_176;Cross functional teams are formed to solve problems ;;;1.3;1.3.1;ETNO_11;;;;;#N/A;;#N/A
330;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;118;4;;MM;v_177;v_170;3110;;Match MA;;;;Das Unternehmen setzt akzeptierte Verbesserungsvorschläge konsequent um;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.1;1.1.1;ETFA_1;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_170;4;118;v_177;The company feels responsible for the implementation of accepted suggestions for improvement ;;;1.1;1.1.1;ETFA_1;;;;;#N/A;;#N/A
331;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;119;4;;MM;v_178;v_176;3120;;Match MA;;;;Das Unternehmen kümmert sich um seine Mitarbeitenden;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;2.2;2.2.1.5;EEOC_2;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_176;4;119;v_178;The company takes care of its employees ;;;2.2;2.2.1.5;EEOC_2;;;;;#N/A;;#N/A
332;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;120;4;;MM;v_179;v_177;3130;;Match MA;;;;Jeder unserer Mitarbeitenden im  Team ist funktionsübergreifend trainiert, so dass er bei Bedarf andere Mitarbeitende ersetzen kann;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.4;1.4.2;ETDE_5;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_177;4;120;v_179;Each of our employees within our work teams is cross-trained so that they can fill-in-for others when necessary ;;;1.4;1.4.2;ETDE_5;;;;;#N/A;;#N/A
333;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;121;4;;MM;v_180;v_178;3140;;Match MA;;;;Wir haben formale Programme zur Erhöhung der Flexibilität eingeführt, wie z.B. Job Rotation;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.4;1.4.2;ETDE_6;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_178;4;121;v_180;We have implemented formal programs to increase flexibility, e.g. by job rotation ;;;1.4;1.4.2;ETDE_6;;;;;#N/A;;#N/A
334;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;122;4;;MM;v_181;v_179;3150;;Match MA;;;;Unsere Unternehmen hat regelmäßige Feedback Meetings installiert;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.2;1.2.3;ETCA_3;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_179;4;122;v_181;Our company has installed regular feedback meetings ;;;1.2;1.2.3;ETCA_3;;;;;#N/A;;#N/A
335;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;123;4;;MM;v_182;v_180;3160;;Match MA;;;;Die Informationen aus den Meetings werden systematisch für weiteres Training genutzt;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;2.4;2.4.3.3;EESI_4;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_180;4;123;v_182;This information is systematically used for further training ;;;2.4;2.4.3.3;EESI_4;;;;;#N/A;;#N/A
336;Fragen Mgt  qual und quant d;Management;;;BE ;;13;5;;124;5;;MM;v_183;v_171;3170;;Match MA;;;;Allgemein;;;;;;;;;;;;;;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_171;5;124;v_183;General;;;;;;;;;;#N/A;;#N/A
337;Fragen Mgt  qual und quant d;Management;;;BE ;;13;;;125;5;;MM;v_184;v_172;3180;;Match MA;;;;Performance Monitoring wird in übersichtlichen Bildern und Diagrammen dargestellt;;überhaupt nicht umgesetzt;komplett umgesetzt;1;2;3;4;5;;;1.2;1.2.1;ETCV_14;;;;;;X;;;Fragen Mgt  qual und quant e;BE ;;v_172;5;125;v_184;Performance Monitoring wird in übersichtlichen Bildern und Diagrammen dargestellt;;;1.2;1.2.1;ETCV_14;;;;;#N/A;;#N/A
